sender,subject,date,inferred research area,closest area from profile.md,classification,short reason,useful to me
Mentioned by In Seop Na premium@academia-mail.com,"50% Off, 2 days only - “Hunmin Lee” cited by “In Seop Na”",2023-12-22T23:45:11+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
"""Academia.edu"" premium@academia-mail.com",A Stunning Showcase for Your Research,2023-12-22T07:31:29+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Technologies papers?,2023-12-20T22:29:48+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Microfluidic-assisted preparation of PLGA nanoparticles loaded with insulin: A comparison with double emulsion solvent evaporation method"" is ready to read",2023-12-19T16:20:48-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,“Hunmin Lee” cited by “Sang Kyoon Kim”,2023-12-18T21:16:27+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Routledge Books routledgebooks@email.routledge.com,Get it in time for Christmas with an Extra 10% Off eBooks,2023-12-18T10:02:54-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
"""Academia.edu"" premium@academia-mail.com","The name ""Hunmin Lee"" is mentioned by a CHEMICAL SCIENCES researcher in a paper uploaded to Academia",2023-12-18T07:32:14+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Applied Sciences papers?,2023-12-16T20:05:36+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Wan Hyun Cho premium@academia-mail.com,"50% Off, 2 days only: “Hunmin Lee” cited by “Wan Hyun Cho”",2023-12-15T19:31:51+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Analytical Chemistry papers?,2023-12-13T18:10:05+00:00,Chemistry/materials/physical sciences,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Coursera Coursera@email.coursera.org,Explore University of Illinois’ interdisciplinary MCS & MCS-DS program today,2023-12-13T08:13:24-06:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Course, competition, or scholarship marketing; potentially skill-related when current, but not evidence of the research profile.",No
"""Academia.edu"" premium@academia-mail.com","Hunmin Lee and ""Real-time Interface Control with Motion Gesture Recognition based on Non-contact Capacitive Sensing"" are mentioned in a paper uploaded to Academia",2023-12-13T05:54:27+00:00,Capacitive/electric-field sensing and hand-motion interfaces,Historical — Capacitive/electric-field sensing,Secondary or historical match,"Exact-title or topic alert matches genuine older capacitive/hand-motion work or a secondary application, but not the present core identity.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,“Hunmin Lee” cited by “Myung Hwan Na”,2023-12-11T16:51:30+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Routledge Books routledgebooks@email.routledge.com,Get an Extra 10% Off Everything,2023-12-11T08:03:25-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Electrical And Electronic Engineering papers?,2023-12-09T12:25:41+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Academia.edu"" premium@academia-mail.com",1 person has read your papers,2023-12-09T04:30:03+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,"Platform upsell, readership/profile metric, search-view notice, or other campaign that does not establish research relevance.",No
Mentioned by Myung Hwan Na premium@academia-mail.com,"50% Off, 2 days only: Are you the “Hunmin Lee” cited in Artificial Intelligence papers?",2023-12-08T10:13:39+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Weak keyword matching,"The alert uses only the name plus a broad topic such as computer science, engineering, AI, or gesture recognition, with no verified paper identity.",No
Routledge Books routledgebooks@email.routledge.com,Save 20% Off All Books & eBooks,2023-12-06T09:02:23-06:00,General education or professional development,Misrepresenting/too broad — generic or off-profile label,Generic academic promotion,Recurring book-sale/bestseller campaign with no verified connection to the current research profile.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Sensors papers?,2023-12-06T05:52:03+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
"""Taylor & Francis"" taylorandfrancis@email.taylorandfrancis.com","""Analysis of the BP neural network comprehensive competitiveness evaluation model for the development evaluation of B2B E-commerce enterprises"" is ready to read",2023-12-05T19:07:55-06:00,Neural decoding and rehabilitation,Core — Neural decoding and rehabilitation,Generic academic promotion,"Publisher recommendation, survey, or sales campaign; topical overlap is not evidence of research identity.",No
"""Academia.edu"" premium@academia-mail.com","A paper published by a member of the Mechanical Engineering department at University of Tehran mentions the name ""Hunmin Lee""",2023-12-04T05:55:29+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by In Seop Na premium@academia-mail.com,“Hunmin Lee” cited by “In Seop Na”,2023-12-04T01:34:02+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
Mentioned by Paniz Hosseini premium@academia-mail.com,Are you the “H. Lee” cited in Engineering papers?,2023-12-01T21:18:32+00:00,Generic AI/ML/computing,Misrepresenting/too broad — generic or off-profile label,Possible namesake,"The alert relies on H. Lee/name matching or an off-profile field and does not identify a verified paper, author list, venue, or DOI.",No
Mentioned by Sang Kyoon Kim premium@academia-mail.com,"50% Off, 2 days only: “Hunmin Lee” cited by “Sang Kyoon Kim”",2023-11-30T19:15:23+00:00,Generic academic/research,Misrepresenting/too broad — generic or off-profile label,Individually named but unverified,The subject names a citing/mentioning person but the body does not identify the cited work; retain for manual identity verification.,No
